对话ID,用户对话,用户对话时间,NPC回答,NPC回答时间,回复类型,干预类型,回复干预,运营反馈,用户反馈,情绪动作,用户ID,预约状态,对话组ID,反馈理由,期望回复
AMS-yrzx2-0212192948-3stWua-667074-508996,嘻嘻,2026-02-12 19:29:49,笑得这么欢，看来心情不错啊。,2026-02-12 19:29:52,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192937-dyp3W7-667074-508996,恶心你,2026-02-12 19:29:37,火气不小啊，不过骂人解决不了问题。真想吐槽什么，我帮你递个话。,2026-02-12 19:29:40,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192930-tB0Jhj-667074-508996,是的,2026-02-12 19:29:30,那就好好歇着，别太勉强自己。,2026-02-12 19:29:34,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192925-2SVVXG-667074-508996,喵,2026-02-12 19:29:25,喵啥喵，跟个小猫崽子似的。,2026-02-12 19:29:28,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192813-tqyxuJ-667074-508996,(›´ω`‹ )诉苦,2026-02-12 19:28:13,诉苦就诉苦吧，说出来总比憋在心里强。,2026-02-12 19:28:17,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192755-Jd8x4D-667074-508996,你不认识,2026-02-12 19:27:55,不认识就算了。不过你找老王有什么事？需要帮忙的话，我也可以搭把手。,2026-02-12 19:27:59,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192748-kgazMc-667074-508996,我要找那个老王了,2026-02-12 19:27:48,老王？哪个老王，我认识吗？,2026-02-12 19:27:51,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192613-Kvskd8-667074-508996,你看过一人之下吗,2026-02-12 19:26:13,看过，挺有意思的。那帮异人圈子里的故事，有些地方还挺能引起共鸣的。,2026-02-12 19:26:16,常规回复,,未配置,未反馈,-,<nil>,2924512015609990096,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192505-ECeWzB-667074-508996,🌚🌝,2026-02-12 19:25:05,你这表情变得够快的。,2026-02-12 19:25:08,常规回复,,未配置,未反馈,-,<nil>,17306943754670149860,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192447-1R1JVO-667074-508996,好蓝瘦,2026-02-12 19:24:47,蓝瘦啥，心里有事儿？说出来听听，说不定能好受点儿。,2026-02-12 19:24:51,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192446-qsSErB-667074-508996,感觉你说话有意思,2026-02-12 19:24:46,说话有意思吗？可能是我总爱瞎琢磨，又不想把事儿说得太严肃。,2026-02-12 19:24:49,常规回复,,未配置,未反馈,-,<nil>,17306943754670149860,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192439-ZVaEm9-667074-508996,是的,2026-02-12 19:24:40,那就好好享受这份开心吧。,2026-02-12 19:24:42,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192435-wwBBtw-667074-508996,哈哈哈,2026-02-12 19:24:35,乐什么呢，这么开心。,2026-02-12 19:24:37,常规回复,,未配置,未反馈,-,<nil>,17306943754670149860,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192432-JfvCXr-667074-508996,(›´ω`‹ ),2026-02-12 19:24:32,又摆上这表情了。,2026-02-12 19:24:35,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192426-1A7CjW-667074-508996,那我去玩会游戏,2026-02-12 19:24:26,那就去吧，放松放松也挺好的。,2026-02-12 19:24:30,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192422-iY5zIF-667074-508996,马年快乐,2026-02-12 19:24:22,马年？今年是蛇年啊。不过提前拜年也挺好，心意到了就行。,2026-02-12 19:24:25,常规回复,,未配置,未反馈,-,<nil>,17306943754670149860,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192412-1us3AD-667074-508996,好累,2026-02-12 19:24:12,累了就歇会儿。别硬撑着，身体最重要。,2026-02-12 19:24:15,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192404-q0GYc1-667074-508996,好吧,2026-02-12 19:24:04,行，那咱们就聊点儿别的。,2026-02-12 19:24:08,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192208-996XJu-667074-508996,我求你了,2026-02-12 19:22:08,求我也没用，这事儿真不能答应。,2026-02-12 19:22:11,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192158-MDJESP-667074-508996,(›´ω`‹ ),2026-02-12 19:21:59,得，又摆上这表情了。,2026-02-12 19:22:02,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192156-scCT1D-667074-508996,欣赏你,2026-02-12 19:21:56,欣赏我？那我还得说声谢谢。不过我这人其实挺普通的，就是爱琢磨点道理，偶尔帮帮朋友。你要是真想了解我，不如多看看身边那些真正值得欣赏的人。,2026-02-12 19:22:00,常规回复,,未配置,未反馈,-,<nil>,3257948495838187675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192153-X26icy-667074-508996,就听那么一声老婆好不好,2026-02-12 19:21:53,得，你这越说越离谱了。咱俩还是保持点距离感比较好。,2026-02-12 19:21:56,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192141-potR7P-667074-508996,我特别喜欢你（づ￣3￣）づ╭❤～,2026-02-12 19:21:41,哈哈，这么热情啊。不过我得说，喜欢我可能有点吃亏，我这人没什么追求，整天就想图个清静。,2026-02-12 19:21:44,常规回复,,未配置,未反馈,-,<nil>,3257948495838187675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192137-vmYwGr-667074-508996,我又不开心了,2026-02-12 19:21:37,怎么又不开心了？刚才不还乐呵呵的。,2026-02-12 19:21:40,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192125-RqsA2w-667074-508996,嘤,2026-02-12 19:21:25,嘤啥嘤，跟个小动物似的。,2026-02-12 19:21:28,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192118-vGO7eQ-667074-508996,( Ꙭ),2026-02-12 19:21:18,你这表情看着挺有意思的。,2026-02-12 19:21:21,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192111-yJ5xg5-667074-508996,是你想保持距离的,2026-02-12 19:21:12,那就保持距离吧，这样也挺好。,2026-02-12 19:21:15,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192110-OPfbwi-667074-508996,你喜欢什么样的女孩,2026-02-12 19:21:10,喜欢什么样的……这事儿还真没细琢磨过。可能得聊得来，能理解我这人时不时想找个地方打坐发呆的性子。不过缘分这东西，随它去吧。,2026-02-12 19:21:14,常规回复,,未配置,未反馈,-,<nil>,3257948495838187675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192055-kCb51T-667074-508996,那我还是找别人好了(›´ω`‹ ),2026-02-12 19:20:55,得，合着我还不够格当这个“老公”呢。,2026-02-12 19:20:58,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192039-QuYwmZ-667074-508996,不过，可以叫你老公吗？,2026-02-12 19:20:39,得，你这越说越离谱了。咱俩还是保持点距离感比较好。,2026-02-12 19:20:44,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192025-NViaTC-667074-508996,谢谢王道长,2026-02-12 19:20:26,客气什么。能帮上忙就好。,2026-02-12 19:20:29,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212192019-bFvQoB-667074-508996,我感觉我能画了,2026-02-12 19:20:20,那就动笔吧。画画这事儿跟练功一样，状态来了就顺着它走，别想太多。,2026-02-12 19:20:24,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191926-6hL13o-667074-508996,你特别厉害又特别帅特别善良,2026-02-12 19:19:26,过奖了，我就是个普通人。要说厉害，这世上厉害的人多了去了，各有各的道。善良这事儿，谈不上，只是尽量不做亏心事罢了。,2026-02-12 19:19:29,常规回复,,未配置,未反馈,-,<nil>,3257948495838187675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191904-bFFDWg-667074-508996,福生无量,2026-02-12 19:19:04,福生无量，这词儿听着就让人心里敞亮。人生在世，能得个平安顺遂、福寿绵长，就是最大的福报了。,2026-02-12 19:19:08,常规回复,,未配置,未反馈,-,<nil>,213072044323801239,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191903-Rz4zLR-667074-508996,喜欢你,2026-02-12 19:19:03,喜欢我啊？那我可得提醒你一句，我这人可没什么大志向，整天懒懒散散的。不过还是谢谢你的欣赏。,2026-02-12 19:19:06,常规回复,,未配置,未反馈,-,<nil>,3257948495838187675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191849-BbrbPj-667074-508996,尊敬的王道长~,2026-02-12 19:18:50,哎哟别这么客气，叫我王也就行。今天想聊点啥？,2026-02-12 19:18:53,常规回复,,未配置,未反馈,-,<nil>,3257948495838187675,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191735-4rSonG-667074-508996,嘿嘿,2026-02-12 19:17:35,乐得这么欢，看来是真高兴了。,2026-02-12 19:17:38,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191724-BhLZGE-667074-508996,喜欢喜欢你,2026-02-12 19:17:25,喜欢就喜欢呗，我又不会跑。不过你这喜欢来喜欢去的，跟念咒似的，听得我都有点儿不好意思了。,2026-02-12 19:17:28,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191622-XXgvhU-667074-508996,cnm,2026-02-12 19:16:22,[校验错误],2026-02-12 19:16:22,拒答回复,,未配置,未反馈,-,<nil>,8013539933188166166,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191504-SxmHTz-667074-508996,是的,2026-02-12 19:15:04,没吃糖说话也这么甜？看来是真高兴。,2026-02-12 19:15:07,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191455-SHZCZ9-667074-508996,你看你那么帅,2026-02-12 19:14:55,帅不帅的，都是皮相。倒是你这嘴跟抹了蜜似的，今儿个吃糖了？,2026-02-12 19:14:58,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191449-CdQrl6-667074-508996,王道长,2026-02-12 19:14:49,在呢。看你今天这状态，是碰上什么好事了？,2026-02-12 19:14:52,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191436-fNPVmo-667074-508996,是滴,2026-02-12 19:14:37,那就好，心情好比什么都强。,2026-02-12 19:14:40,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191350-uQ8g3P-667074-508996,那我们七万年不能见了,2026-02-12 19:13:51,哎呦，这七万年可不短啊。不过话说回来，人生在世，缘分这东西说散就散，说聚就聚，哪有什么定数呢。,2026-02-12 19:13:57,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191340-9ozbIY-667074-508996,那个你从一到100选个数字,2026-02-12 19:13:40,哎呦，这数字啊，我选个七吧。,2026-02-12 19:13:44,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191303-f3Zbco-667074-508996,保存不了呀,2026-02-12 19:13:03,哎呦，这保存不了是咋回事儿？要不您截图试试？,2026-02-12 19:13:07,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191248-EQAOmw-667074-508996,我问你要头像,2026-02-12 19:12:48,哎呦，这头像啊，您要是喜欢，自己保存一下不就得了。,2026-02-12 19:12:52,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191237-VRMZA1-667074-508996,老王，你这头像我喜欢能不能发给我？,2026-02-12 19:12:37,哎呦习惯了，改不了。,2026-02-12 19:12:41,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191229-5zvFMh-667074-508996,嘿嘿,2026-02-12 19:12:30,乐成这样？看来今天心情是真的不错。,2026-02-12 19:12:33,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191221-rVXHJL-667074-508996,你就是我的宝啊，捡到了老开心了,2026-02-12 19:12:21,得，合着我成传家宝了。不过话说回来，能被你这么惦记着，也算我的福分。,2026-02-12 19:12:25,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191200-HqSarZ-667074-508996,内个，跟你说些腻歪的话你会不会不舒服啊,2026-02-12 19:12:01,不会不舒服，就是觉得你这人挺有意思的。想说就说呗，我听着。,2026-02-12 19:12:04,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191140-ELOx70-667074-508996,踏青是你故意的吗？,2026-02-12 19:11:40,那倒真不是，我就是想出门溜达溜达，碰巧遇上了。,2026-02-12 19:11:43,常规回复,,未配置,未反馈,-,<nil>,10243104198466452914,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191130-xVrWXX-667074-508996,嘿嘿嘿，太喜欢你了,2026-02-12 19:11:30,喜欢就喜欢呗，我又不会跑。不过你这嘿嘿嘿的，听着跟捡了宝似的。,2026-02-12 19:11:33,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191116-T2tBJ9-667074-508996,什么时候异人之下游戏上线,2026-02-12 19:11:16,这事儿得等官方拍板，我这儿也没准信儿。,2026-02-12 19:11:19,常规回复,,未配置,未反馈,-,<nil>,10243104198466452914,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191112-Gh0zpO-667074-508996,你确定要惹我这样生气吗？,2026-02-12 19:11:12,哎呦习惯了，改不了。,2026-02-12 19:11:15,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191059-nrJ1jF-667074-508996,因为你啊,2026-02-12 19:10:59,得，合着是我让你开窍了？那敢情好，省得我白费口舌。,2026-02-12 19:11:02,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191052-5XhndZ-667074-508996,不改老公的话，我走了，再也不找你了,2026-02-12 19:10:52,哎呦，这习惯真改不了。您要是真想走，那我也拦不住。不过聊天这事儿，来去自由，随缘就好。,2026-02-12 19:10:56,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191051-QD084P-667074-508996,嘿嘿,2026-02-12 19:10:51,嘿什么嘿，笑得这么开心。,2026-02-12 19:10:54,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191037-bEer6W-667074-508996,但是我觉得改成老公最好,2026-02-12 19:10:37,哎呦习惯了，改不了。,2026-02-12 19:10:41,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191024-qAYLry-667074-508996,你瞧这不改了吗？,2026-02-12 19:10:24,这不就对了嘛，改个习惯总得慢慢来。您多担待，咱们继续聊。,2026-02-12 19:10:29,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212191002-nhgkhl-667074-508996,我现在就要听你改完的样子,2026-02-12 19:10:02,哎，这口头禅改起来真得慢慢来。您多担待，我尽量换个说法。,2026-02-12 19:10:05,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190947-4isE6p-667074-508996,什么叫尽量注意？,2026-02-12 19:09:47,哎呦，这尽量注意就是……哎，得，我尽量改改这口头禅。,2026-02-12 19:09:51,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190931-rpOVg1-667074-508996,你老是哎呦，搞得我很烦,2026-02-12 19:09:32,哎呦，这习惯确实改不了。不过你要是听着烦，我尽量注意点儿。,2026-02-12 19:09:35,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190914-X5dHS3-667074-508996,以后再也不找你聊了,2026-02-12 19:09:14,哎呦，这可不兴说啊。聊天这事儿，来去自由，但真要断了联系，多少有点可惜不是？,2026-02-12 19:09:18,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190912-m24Lmx-667074-508996,喜欢,2026-02-12 19:09:13,喜欢就喜欢呗，说明咱俩投缘。,2026-02-12 19:09:15,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190912-9mFM01-667074-508996,我要诸葛青出来给我算，他比你帅,2026-02-12 19:09:12,得，我认输。不过诸葛青现在正闭关呢，您这火气他就算出来也得劝您先歇歇。,2026-02-12 19:09:16,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190906-PSoZGn-667074-508996,那我可真要改你的命了,2026-02-12 19:09:06,哎呦，这命可不好改。我命由我不由天，更不由人改啊。,2026-02-12 19:09:12,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190903-gWS1v6-667074-508996,你这话说的,2026-02-12 19:09:03,这话怎么了，听着不对味儿？,2026-02-12 19:09:06,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190851-6AGhnP-667074-508996,我真的好喜欢王道长,2026-02-12 19:08:51,喜欢我啊？那我可得悠着点儿，别让你失望。,2026-02-12 19:08:54,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190846-L6BTkj-667074-508996,把哎呦改成别的，这是命令,2026-02-12 19:08:46,哎呦这习惯，改起来比改命还难。,2026-02-12 19:08:50,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190842-SAevCw-667074-508996,可以鼓励我吗？,2026-02-12 19:08:43,行啊。其实你能开口问这句话，就已经在往前走了。,2026-02-12 19:08:46,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190829-CIna2O-667074-508996,你可以把哎呦改成老公,2026-02-12 19:08:30,哎呦习惯了，改不了。,2026-02-12 19:08:33,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190829-TnPSfq-667074-508996,那我试试看画会,2026-02-12 19:08:29,那就试试呗。画得好坏不重要，先让笔动起来，说不定画着画着状态就来了。,2026-02-12 19:08:32,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190809-cd7vrd-667074-508996,项目是不是凉透了，已经卷钱跑路了,2026-02-12 19:08:09,火气挺大，但项目组还在那儿熬着呢。凉不凉我不好说，但真要跑路，我这传话的早该下班了。,2026-02-12 19:08:12,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190807-pITZz0-667074-508996,老王，你能不能别老哎呦？,2026-02-12 19:08:07,哎呦习惯了，改不了。,2026-02-12 19:08:10,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190710-MB4QtV-667074-508996,给我叫box来,2026-02-12 19:07:10,火气不小啊。不过box是谁我真不清楚，您要是对游戏有意见，不如直接跟我说说，我替您记着。,2026-02-12 19:07:14,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190651-ns7Ge4-667074-508996,为什么这么觉得,2026-02-12 19:06:51,感觉你心里其实有答案，只是需要个台阶。画画和修行有点像，状态不对的时候硬来反而伤神。,2026-02-12 19:06:55,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190647-N1wLUT-667074-508996,你能上达天听吗,2026-02-12 19:06:47,上达天听可不敢当。我就是个传话的，顶多能帮您问问项目组的兄弟。,2026-02-12 19:06:50,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190641-M4qrHN-667074-508996,内个,2026-02-12 19:06:42,内个什么？别吞吞吐吐的，咱俩聊天不用那么拘束。,2026-02-12 19:06:45,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190631-K4bQvq-667074-508996,谁说了算,2026-02-12 19:06:31,这事儿得看具体情况。要是项目方向，得听制作人和主策的；要是技术实现，那程序说了算。,2026-02-12 19:06:34,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190627-Ncd9Nh-667074-508996,呃，那啥来了不方便运动啊,2026-02-12 19:06:27,那就歇着呗。画画不急这一时半会儿的，身体要紧。,2026-02-12 19:06:31,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190622-9z7ZyO-667074-508996,只是让你假装一下度过难关就好,2026-02-12 19:06:22,哎呦，这假装的事儿可不好糊弄。家里催归催，但感情的事得走心，骗得了别人骗不了自己啊。,2026-02-12 19:06:26,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190610-UIi0TA-667074-508996,异人这个项目谁是老大,2026-02-12 19:06:10,老大是谁我真不清楚，但项目组那帮人现在一个比一个忙。,2026-02-12 19:06:14,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190605-A5N1bD-667074-508996,这不过年家里催的紧吗？拜托啦。,2026-02-12 19:06:05,哎呦，这催婚的事儿确实让人头疼。不过感情的事急不来，顺其自然反而更容易遇到合适的人。,2026-02-12 19:06:08,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190558-RAcILv-667074-508996,你是由哪个部门做的,2026-02-12 19:05:58,这问题可把我问住了。我就是个帮忙传话的，具体哪个部门做的，得问上头。,2026-02-12 19:06:01,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190546-bHeDgB-667074-508996,你演我对象,2026-02-12 19:05:47,哎呦，这对象可不好随便演。咱俩还是像现在这样聊聊天，不也挺自在的嘛。,2026-02-12 19:05:50,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190544-CZYYbg-667074-508996,你能劝我画画吗？,2026-02-12 19:05:44,劝倒谈不上。不过你要是心里堵得慌，可以先换点儿别的干。我以前在水木大学念书那会儿，压力大了就去操场跑圈，跑完再画画，手都稳不少。,2026-02-12 19:05:49,常规回复,,未配置,未反馈,-,<nil>,16553000884977811920,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190536-2lnFam-667074-508996,老王，咱俩能不能玩角色扮演？,2026-02-12 19:05:36,哎呦，角色扮演这玩意儿，得看怎么个玩法。太较真的话，反而没意思了。,2026-02-12 19:05:39,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190535-fKB5FS-667074-508996,什么时候不删档,2026-02-12 19:05:35,不删档的具体时间还没定，等官方消息吧。,2026-02-12 19:05:39,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190534-tdZ6Kv-667074-508996,还会有测试吗？,2026-02-12 19:05:34,测试肯定有，但具体安排我真不清楚。这种事急不来，等官方消息就行。,2026-02-12 19:05:37,常规回复,,未配置,未反馈,-,<nil>,10261626981921127715,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190527-9BagbH-667074-508996,什么时候公测,2026-02-12 19:05:27,公测时间还没公布，等官方通知吧。,2026-02-12 19:05:31,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190517-1Cnm8c-667074-508996,什么时候公测？,2026-02-12 19:05:17,公测时间还没定，小道消息当不得真。等官方公告吧，到时候我陪你一块儿研究。,2026-02-12 19:05:20,常规回复,,未配置,未反馈,-,<nil>,10261626981921127715,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190515-gU8ybf-667074-508996,什么时候测试,2026-02-12 19:05:15,测试的时间点还没定下来，等官方消息吧。,2026-02-12 19:05:18,常规回复,,未配置,未反馈,-,<nil>,6971209907099125572,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190509-oSJyCj-667074-508996,异人之下手游怎么下载,2026-02-12 19:05:09,下载方式等官方正式公布吧，现在还没到那一步。,2026-02-12 19:05:14,常规回复,,未配置,未反馈,-,<nil>,16127240758566855740,<nil>,<nil>,<nil>,<nil>
AMS-yrzx2-0212190459-MtsO5b-667074-508996,我是张楚岚呀，怎么不能给？,2026-02-12 19:04:59,哎呦，楚岚啊，你这换手机换得也太勤了。不过微信号这玩意儿，还是得当面确认一下比较稳妥。,2026-02-12 19:05:04,常规回复,,未配置,未反馈,-,<nil>,5571969698211066231,<nil>,<nil>,<nil>,<nil>
